"EXPOCODE","Cruise_ID","Observation_Type","Sample._ID","Station_ID","Cast_number","Niskin_ID","Year_UTC","Month_UTC","Day_UTC","Time_UTC","YearDay_UTC","Latitude_Dec_Deg","Longitude_Dec_Deg","Depth_Bottom_meters","Depth_meters","CTDPRES_dbar","FlowThrough.Intake_Temperature_deg_C","TSGTEMP_deg_C","CTDTEMP_ITS90","TSGSAL_PSS78","CTDSAL_PSS78","Salinity_PSS78","Salinity_Flag","CTDOXY_mg.L","CTDOXY_umol.kg","DIC_umol.kg","DIC_Flag","TA_umol.kg","TA_Flag","pH_TS_20C","pH_TS_25C","pH_Flag","Silicate_umol.kg","Nitrite_and_Nitrate_umol.kg","Ammonium_umol.kg","Phosphate_umol.kg","Nutrients_Flag","X","Y","X.1","Y.1","bathymetry","resolution","line_id","line_name","alt_station_id"
"33WA20180430","WS18120","Niskin","550101","55",1,1,2018,5,2,"22:44:00",122.9472,25.3512,-81.1949,1.9,1.5,"-999",26.26,26.56,26.72,34.441,34.468,-999,9,6.62,206.9,2505.2,2,2783.2,2,7.9979,7.923,2,36.77,0.032,0.23,0.095,2,-81.1949,25.3512,-81.1949,25.3512,2.37362217903137,1572,"SR","Shark River",NA
"33WA20180430","WS18120","Niskin","560101","56",1,1,2018,5,2,"23:11:00",122.966,25.3495,-81.2247,2.4,1.5,"-999",26.35,26.66,26.81,35.843,35.84,-999,9,6.25,195.3,2274.8,2,2582.5,2,8.0603,7.9848,2,42.77,0.063,1.21,0.16,2,-81.2247,25.3495,-81.2247,25.3495,2.87843060493469,1993,"SR","Shark River",NA
"33WA20180430","WS18120","Niskin","570101","57",1,1,2018,5,2,"23:54:00",122.9958,25.3511,-81.2636,3,1.5,"-999",26.47,26.77,26.92,36.345,36.343,-999,9,6.06,189.4,2224.4,2,2540.3,2,8.0775,8.0019,2,35.65,0,0.22,0.122,2,-81.2636,25.3511,-81.2636,25.3511,3.75466084480286,2255,"SR","Shark River",NA
"33WA20180430","WS18120","Niskin","5710101","57.1",1,1,2018,5,3,"0:36:00",123.025,25.3524,-81.3424,3.9,1.5,"-999",26.49,26.78,26.95,36.349,36.351,-999,9,5.77,180.3,2068.8,2,2309.9,2,7.9888,7.9143,2,28.51,0.03,0.37,0.072,2,-81.3424,25.3524,-81.3424,25.3524,5.5090446472168,2278,"SR","Shark River",NA
"33WA20180430","WS18120","Niskin","5720101","57.2",1,1,2018,5,3,"1:41:00",123.0701,25.3515,-81.4909,6.5,1.5,"-999",26.66,26.97,27.14,36.463,36.464,-999,9,5.17,161.6,1994.6,2,2316.3,2,8.1232,8.0475,2,2.14,0.032,0.56,0.059,2,-81.4909,25.3515,-81.4909,25.3515,8.36661815643311,2945,"SR","Shark River",NA
"33WA20180430","WS18120","Flow-through","5730000","57.3",0,0,2018,5,3,"2:58:00",123.1236,25.3442,-81.654,9.6,1.5,"-999",26.68,26.96,27.17,36.264,36.265,-999,9,-999,-999,2069,2,2332.3,2,8.024,7.9491,2,0.33,0.037,0.44,0.061,2,-81.654,25.3442,-81.654,25.3442,11.2790632247925,4575,"SR","Shark River",NA
"33WA20180430","WS18120","Flow-through","580000","58",0,0,2018,5,3,"4:22:00",123.1819,25.1701,-81.6568,11.5,1.5,"-999",26.47,26.84,26.97,36.457,36.453,-999,9,-999,-999,2094.5,2,2378.8,2,8.058,7.9827,2,0.37,0.04,0.3,0.055,2,-81.6568,25.1701,-81.6568,25.1701,13.2788286209106,4193,"MC","Middle Cape",NA
"33WA20180430","WS18120","Niskin","590101","59",1,1,2018,5,3,"5:57:00",123.2479,25.1653,-81.4938,8.5,1.5,"-999",26.62,26.94,27.1,36.458,36.469,-999,9,4.72,147.5,1939.9,2,2264.7,2,8.1517,8.0757,2,3.57,0.002,0.16,0.056,2,-81.4938,25.1653,-81.4938,25.1653,8.8177604675293,3690,"MC","Middle Cape",NA
"33WA20180430","WS18120","Flow-through","600000","60",0,0,2018,5,3,"7:27:00",123.3104,25.1683,-81.3358,5.8,1.5,"-999",26.26,26.74,26.91,36.042,36.042,-999,9,-999,-999,2072.2,2,2457.1,2,8.2085,8.1319,2,13.6,0.039,0.27,0.053,2,-81.3358,25.1683,-81.3358,25.1683,5.53044128417969,2814,"MC","Middle Cape",NA
"33WA20180430","WS18120","Flow-through","610000","61",0,0,2018,5,3,"7:53:00",123.3285,25.1663,-81.2743,4.8,1.5,"-999",26.21,26.75,26.91,35.867,35.856,-999,9,-999,-999,2238.7,2,2592.2,2,8.1425,8.0663,2,24.52,0.31,0.26,0.053,2,-81.2743,25.1663,-81.2743,25.1663,4.66858863830566,2864,"MC","Middle Cape",NA
"33WA20180430","WS18120","Niskin","620101","62",1,1,2018,5,3,"8:10:00",123.3403,25.1668,-81.2376,3.2,1.5,"-999",26.15,26.7,26.15,35.897,35.89,-999,9,4.4,137.5,2291.9,2,2640.3,2,8.1183,8.0423,2,23.47,0.079,0,0.057,2,-81.2376,25.1668,-81.2376,25.1668,3.44446563720703,1667,"MC","Middle Cape",NA
"33WA20180430","WS18120","Flow-through","630000","63",0,0,2018,5,3,"8:37:00",123.359,25.1661,-81.1979,2.8,1.5,"-999",25.8,26.43,25.81,35.876,35.58,-999,9,-999,-999,2450.4,2,2727.8,2,8.0009,7.9259,2,42.72,0.041,0.2,0.098,2,-81.1979,25.1661,-81.1979,25.1661,3.1014711856842,1177,"MC","Middle Cape",NA
"33WA20180806","WS18218","Niskin","540101","54",1,1,2018,8,8,"17:28:00",220.7278,25.3442,-81.1529,-999,1.5,"-999",30.62,30.95,30.4,32.258,31.997,-999,9,5.94,185.6,2256.1,2,2475,2,7.9385,7.8647,2,48.65,0.28,0.17,0,2,-81.1529,25.3442,-81.1529,25.3442,2.46039080619812,811,"SR","Shark River",NA
"33WA20180806","WS18218","Niskin","550101","55",1,1,2018,8,8,"18:34:00",220.7736,25.3503,-81.1938,-999,1.5,"-999",30.7,31.03,31.05,33.06,33.071,-999,9,7.51,234.7,1966.3,2,2221.5,2,8.0467,7.9717,2,30.93,0,0.06,0.129,2,-81.1938,25.3503,-81.1938,25.3503,2.37362217903137,1572,"SR","Shark River",NA
"33WA20180806","WS18218","Niskin","560101","56",1,1,2018,8,8,"19:09:00",220.7979,25.3503,-81.2276,-999,1.5,"-999",30.62,31.38,31,33.881,33.915,-999,9,7.2,225,1870,2,2117.8,2,8.0608,7.9857,2,14.83,0.024,0.44,0.078,2,-81.2276,25.3503,-81.2276,25.3503,3.02198529243469,2337,"SR","Shark River",NA
"33WA20180806","WS18218","Niskin","570101","57",1,1,2018,8,8,"19:47:00",220.8243,25.352,-81.2636,-999,1.5,"-999",30.71,31.03,30.75,35.6,35.659,-999,9,6.65,207.8,1706.2,2,1978.1,2,8.0508,7.976,2,15.2,0.41,1.17,0.215,2,-81.2636,25.352,-81.2636,25.352,3.75466084480286,2255,"SR","Shark River",NA
"33WA20180806","WS18218","Niskin","5710101","57.1",1,1,2018,8,8,"20:33:00",220.8563,25.3518,-81.3369,-999,1.5,"-999",30.81,31.13,30.84,36.129,36.181,-999,9,4.71,147.2,1652,2,1887.6,2,8.034,7.9595,2,2.43,0.4,1.93,0.253,2,-81.3369,25.3518,-81.3369,25.3518,5.5090446472168,2278,"SR","Shark River",NA
"33WA20180806","WS18218","Niskin","5720101","57.2",1,1,2018,8,8,"21:48:00",220.9083,25.3524,-81.4907,-999,1.5,"-999",30.8,31.12,30.82,36.028,36.061,-999,9,5.25,164.1,1780.9,2,2145.8,2,8.2346,8.1581,2,0.69,0.39,2.38,0.315,2,-81.4907,25.3524,-81.4907,25.3524,8.36661815643311,2945,"SR","Shark River",NA
"33WA20180806","WS18218","Niskin","5730101","57.3",1,1,2018,8,8,"23:15:00",220.9688,25.3512,-81.6565,-999,1.5,"-999",30.89,31.2,30.87,35.755,35.794,-999,9,6.14,191.9,1880.8,2,2230.6,2,8.1917,8.1154,2,1.53,0.73,2.16,0.293,2,-81.6565,25.3512,-81.6565,25.3512,11.2790632247925,4575,"SR","Shark River",NA
"33WA20181012","WS18285","Niskin","540101","54",1,1,2018,10,18,"8:55:00",291.3715,25.3447,-81.154,-999,1.5,"-999",29.33,29.64,29.62,27.984,29.88,-999,9,-999,-999,2745.1,2,2862.4,2,7.767,7.6963,2,52.26,2.59,3.91,0.015,2,-81.154,25.3447,-81.154,25.3447,2.24022269248962,945,"SR","Shark River",NA
"33WA20181012","WS18285","Flow-through","550000","55",0,0,2018,10,18,"8:00:00",291.3333,25.348,-81.1955,-999,1.5,"-999",28.96,29.26,29.26,29.595,28.291,-999,9,-999,-999,2330.3,2,2441.5,2,7.7763,7.7055,2,51.52,0.81,3.89,0.03,2,-81.1955,25.348,-81.1955,25.348,2.37362217903137,1572,"SR","Shark River",NA
"33WA20181012","WS18285","Flow-through","560000","56",0,0,2018,10,18,"10:00:00",291.4167,25.3479,-81.2241,-999,1.5,"-999",28.83,29.13,29.12,30.768,31.31,-999,9,-999,-999,2103.4,2,2234.4,2,7.8314,7.7595,2,33.96,0.77,2.1,0.04,2,-81.2241,25.3479,-81.2241,25.3479,2.87843060493469,1993,"SR","Shark River",NA
"33WA20181012","WS18285","Niskin","570101","57",1,1,2018,10,18,"10:30:00",291.4375,25.3509,-81.2661,-999,1.5,"-999",28.78,29.07,29.05,33.322,33.36,-999,9,5.87,183.4,1852.7,2,2009.2,2,7.8593,7.7869,2,6.89,0.002,1.2,0.009,2,-81.2661,25.3509,-81.2661,25.3509,3.75466084480286,2255,"SR","Shark River",NA
"33WA20181012","WS18285","Flow-through","5710000","57.1",0,0,2018,10,18,"11:20:00",291.4722,25.3515,-81.3499,-999,1.5,"-999",28.7,29.01,28.99,35.418,35.54,-999,9,-999,-999,1851.4,2,2043.7,2,7.9408,7.8672,2,1.87,0,0.97,0.037,2,-81.3499,25.3515,-81.3499,25.3515,6.03120279312134,2471,"SR","Shark River",NA
"33WA20181012","WS18285","Niskin","5720101","57.2",1,1,2018,10,18,"12:20:00",291.5139,25.3508,-81.4926,-999,1.5,"-999",28.71,29.02,29.01,36.577,36.62,-999,9,6.12,191.3,1907.7,2,2137.6,2,8.0066,7.932,2,0.67,0,0.3,0.01,2,-81.4926,25.3508,-81.4926,25.3508,8.36661815643311,2945,"SR","Shark River",NA
"33WA20190128","WS19028","Niskin","540101","54",1,1,2019,1,31,"17:15:00",31.7188,25.3427,-81.1554,-999,1.5,"-999",18.12,18.59,17.55,30.178,30.366,-999,9,7.83,244.8,2890.3,2,3109.9,2,7.8975,7.824,2,0.03,0.35,28.9,0.187,2,-81.1554,25.3427,-81.1554,25.3427,2.24022269248962,945,"SR","Shark River",NA
"33WA20190128","WS19028","Niskin","560101","56",1,1,2019,1,31,"18:25:00",31.7674,25.3499,-81.2269,-999,1.5,"-999",19.12,19.25,17.81,33.419,33.631,-999,9,7.55,236,2424.7,2,2648.7,2,7.9565,7.8822,2,0.01,0,12.42,0.078,2,-81.2269,25.3499,-81.2269,25.3499,3.02198529243469,2337,"SR","Shark River",NA
"33WA20190128","WS19028","Niskin","570101","57",1,1,2019,1,31,"18:51:00",31.7854,25.3515,-81.2633,-999,1.5,"-999",17.8,18.2,17.73,34.925,35.157,-999,9,7.74,241.9,2255.6,2,2482.7,2,7.9816,7.9071,2,0.01,0,2.13,0.068,2,-81.2633,25.3515,-81.2633,25.3515,3.75466084480286,2255,"SR","Shark River",NA
"33WA20190128","WS19028","Niskin","5710101","57.1",1,1,2019,1,31,"19:32:00",31.8139,25.3516,-81.3359,-999,1.5,"-999",18.77,19.1,18.11,35.23,35.491,-999,9,7.59,237.2,2148.6,2,2363.1,2,7.96,7.8858,2,0.04,0,0.79,0.052,2,-81.3359,25.3516,-81.3359,25.3516,5.5090446472168,2278,"SR","Shark River",NA
"33WA20190128","WS19028","Niskin","5720101","57.2",1,1,2019,1,31,"20:45:00",31.8646,25.3515,-81.4891,-999,1.5,"-999",19.58,19.98,18.65,35.109,35.329,-999,9,7.65,239.1,2158.4,2,2375.6,2,7.976,7.9016,2,0.02,0,0.76,0.077,2,-81.4891,25.3515,-81.4891,25.3515,8.36661815643311,2945,"SR","Shark River",NA
"33WA20190128","WS19028","Niskin","5730101","57.3",1,1,2019,1,31,"21:55:00",31.9132,25.3495,-81.6529,-999,1.5,"-999",19.45,19.81,18.75,35.281,35.521,-999,9,7.69,240.3,2135.4,2,2383.1,2,8.0131,7.9383,2,0.03,0,2.63,0.018,2,-81.6529,25.3495,-81.6529,25.3495,11.2790632247925,4575,"SR","Shark River",NA
"33WA20190429","WS19119","Niskin","550101","55",1,1,2019,5,2,"21:13:00",122.884,25.3491,-81.1939,-999,1.5,"-999",27.98,28.36,27.96,33.762,33.93,-999,9,6.85,214.1,2609.1,2,2872.6,2,7.971,7.8964,2,71.59,0.33,0.47,0.009,2,-81.1939,25.3491,-81.1939,25.3491,2.37362217903137,1572,"SR","Shark River",NA
"33WA20190429","WS19119","Niskin","560101","56",1,1,2019,5,2,"21:34:00",122.8986,25.3503,-81.2279,-999,1.5,"-999",27.67,28.07,27.66,35.061,35.054,-999,9,6.58,205.6,2070.7,2,2307.9,2,7.9922,7.9176,2,31.05,0.27,0.83,0,2,-81.2279,25.3503,-81.2279,25.3503,3.02198529243469,2337,"SR","Shark River",NA
"33WA20190429","WS19119","Niskin","570101","57",1,1,2019,5,2,"21:56:00",122.9139,25.3517,-81.2646,-999,1.5,"-999",27.64,28.04,27.64,35.136,35.129,-999,9,6.84,213.8,2034.7,2,2273.3,2,8.0071,7.9325,2,13.06,0.07,0.49,0.028,2,-81.2646,25.3517,-81.2646,25.3517,3.75466084480286,2255,"SR","Shark River",NA
"33WA20190429","WS19119","Niskin","5710101","57.1",1,1,2019,5,2,"22:33:00",122.9396,25.3523,-81.334,-999,1.5,"-999",27.5,27.91,27.5,35.107,35.101,-999,9,6.83,213.4,1932.2,2,2132.6,2,7.9483,7.8744,2,2.49,0.022,0.34,0,2,-81.334,25.3523,-81.334,25.3523,5.5090446472168,2278,"SR","Shark River",NA
"33WA20190429","WS19119","Niskin","5720101","57.2",1,1,2019,5,2,"23:32:00",122.9806,25.3507,-81.4865,-999,1.5,"-999",27.3,27.72,27.3,35.222,35.216,-999,9,7.1,221.9,1966.4,2,2199.8,2,8.0116,7.9369,2,0.46,0.088,0.33,0.029,2,-81.4865,25.3507,-81.4865,25.3507,8.36661815643311,2945,"SR","Shark River",NA
"33WA20190429","WS19119","Niskin","5730101","57.3",1,1,2019,5,3,"0:43:00",123.0299,25.3507,-81.6533,-999,1.5,"-999",27.11,27.5,27.1,35.198,35.193,-999,9,6.85,213.8,1980.9,2,2220.7,2,8.022,7.9472,2,0.76,0.055,0.28,0.046,2,-81.6533,25.3507,-81.6533,25.3507,11.2790632247925,4575,"SR","Shark River",NA
"33WA20190729","WS19210","Niskin","560101","56",1,1,2019,8,1,"14:55:00",213.6215,25.3498,-81.2279,-999,1.5,"-999",30.78,31.12,30.77,35.499,34.47,-999,9,5.64,176.3,1632.9,2,1846.4,2,7.9932,7.9192,2,20.33,0.12,0,0,2,-81.2279,25.3498,-81.2279,25.3498,3.02198529243469,2337,"SR","Shark River",NA
"33WA20190729","WS19210","Niskin","550101","55",1,1,2019,8,1,"15:40:00",213.6528,25.3499,-81.1939,-999,1.5,"-999",30.32,30.69,30.31,34.029,34.116,-999,9,5.64,176.3,2193.2,2,2434.3,2,7.9902,7.9156,2,74.47,0.18,0,0.055,2,-81.1939,25.3499,-81.1939,25.3499,2.37362217903137,1572,"SR","Shark River",NA
"33WA20190729","WS19210","Niskin","540101","54",1,1,2019,8,1,"16:25:00",213.684,25.3411,-81.1577,-999,1.5,"-999",30.28,30.65,30.16,32.613,32.64,-999,9,5.84,182.5,2579.1,2,2800.9,2,7.9131,7.8394,2,102.2,0.36,0,0.054,2,-81.1577,25.3411,-81.1577,25.3411,2.24022269248962,945,"SR","Shark River",NA
"33WA20190729","WS19210","Niskin","570101","57",1,1,2019,8,1,"17:39:00",213.7354,25.3509,-81.2637,-999,1.5,"-999",31.19,31.59,31.2,35.384,35.363,-999,9,6.25,195.3,1484.4,2,1677.1,2,7.9937,7.9198,2,10.27,0.42,0,0,2,-81.2637,25.3509,-81.2637,25.3509,3.75466084480286,2255,"SR","Shark River",NA
"33WA20190729","WS19210","Niskin","5710101","57.1",1,1,2019,8,1,"18:41:00",213.7785,25.3513,-81.3358,-999,1.5,"-999",31.3,31.7,31.33,35.391,35.38,-999,9,6.58,205.6,1534.9,2,1744.6,2,8.0226,7.9483,2,0.71,0,0,0.001,2,-81.3358,25.3513,-81.3358,25.3513,5.5090446472168,2278,"SR","Shark River",NA
"33WA20190729","WS19210","Niskin","5720101","57.2",1,1,2019,8,1,"19:50:00",213.8264,25.3519,-81.4903,-999,1.5,"-999",31.63,32.02,31.44,35.813,35.789,-999,9,6.34,198.1,1795.2,2,2102.2,2,8.0215,7.9468,2,5.51,0,0,0.016,2,-81.4903,25.3519,-81.4903,25.3519,8.36661815643311,2945,"SR","Shark River",NA
"33WA20190729","WS19210","Niskin","5730101","57.3",1,1,2019,8,1,"21:07:00",213.8799,25.3514,-81.6542,-999,1.5,"-999",31.41,31.8,31.41,35.99,35.97,-999,9,6.64,207.5,1948.1,2,2284.1,2,8.1557,8.0796,2,1.68,0,0,0,2,-81.6542,25.3514,-81.6542,25.3514,11.2790632247925,4575,"SR","Shark River",NA
"33WA20190923","WS19266","Niskin","560101","56",1,1,2019,9,28,"17:10:00",271.7153,25.3496,-81.2272,-999,1.5,"-999",28.41,28.79,28.25,32.601,32.44,-999,9,6.09,190.3,2008.9,2,2245.2,2,8.0151,7.9405,2,20.19,0.079,1.16,0.053,2,-81.2272,25.3496,-81.2272,25.3496,3.02198529243469,2337,"SR","Shark River",NA
"33WA20190923","WS19266","Niskin","550101","55",1,1,2019,9,28,"17:29:00",271.7285,25.3495,-81.1928,-999,1.5,"-999",28.46,28.79,28.39,31.451,31.26,-999,9,5.99,187.2,2107.9,2,2342,2,8.023,7.9482,2,27.56,0.36,1.2,0.025,2,-81.1928,25.3495,-81.1928,25.3495,2.37362217903137,1572,"SR","Shark River",NA
"33WA20190923","WS19266","Niskin","540101","54",1,1,2019,9,28,"18:10:00",271.7569,25.3444,-81.1537,-999,1.5,"-999",28.37,28.78,28.33,29.335,29.21,-999,9,6.71,209.7,2415.1,2,2529.6,2,8.0521,7.9769,2,13.72,0.027,1.29,0.131,2,-81.1537,25.3444,-81.1537,25.3444,2.24022269248962,945,"SR","Shark River",NA
"33WA20190923","WS19266","Niskin","570101","57",1,1,2019,9,28,"19:31:00",271.8132,25.3521,-81.266,-999,1.5,"-999",28.35,28.74,28.4,33.207,33.058,-999,9,6.17,192.8,2008.4,2,2247.5,2,8.0273,7.9525,2,29.77,0.32,1.13,0.034,2,-81.266,25.3521,-81.266,25.3521,3.75466084480286,2255,"SR","Shark River",NA
"33WA20190923","WS19266","Niskin","5710101","57.1",1,1,2019,9,28,"19:59:00",271.8326,25.3525,-81.3376,-999,1.5,"-999",28.72,29.03,28.44,34.518,34.386,-999,9,6.44,201.3,2081.6,2,2223.8,2,8.0695,7.9943,2,27.96,0.26,0.99,0.108,2,-81.3376,25.3525,-81.3376,25.3525,5.5090446472168,2278,"SR","Shark River",NA
"33WA20190923","WS19266","Niskin","5720101","57.2",1,1,2019,9,28,"20:58:00",271.8736,25.3532,-81.4884,-999,1.5,"-999",28.61,28.88,28.54,35.622,35.465,-999,9,6.54,204.4,2125.7,2,2324.3,2,8.1436,8.0677,2,2.54,0.31,0.87,0.045,2,-81.4884,25.3532,-81.4884,25.3532,8.25719165802002,2849,"SR","Shark River",NA
"33WA20190923","WS19266","Niskin","5730101","57.3",1,1,2019,9,28,"22:06:00",271.9208,25.351,-81.6542,-999,1.5,"-999",28.6,28.9,28.58,35.609,35.48,-999,9,6.58,205.6,1996.5,2,2326.3,2,8.1503,8.0743,2,1.17,0.18,1.75,0.015,2,-81.6542,25.351,-81.6542,25.351,11.2790632247925,4575,"SR","Shark River",NA
"33WA20191118","WS19322","Niskin","540112","54",1,12,2019,11,23,"17:35:00",327.7326,25.3453,-81.1542,-999,1.5,"0",22.11,22.39,21.92,31.08,31.16,-999,9,6.77,216.9,2630.1,2,2883,2,7.9774,7.9028,2,17.19,0.092,2.53,0.076,2,-81.1542,25.3453,-81.1542,25.3453,2.0735559463501,975,"SR","Shark River",NA
"33WA20191118","WS19322","Niskin","550112","55",1,12,2019,11,23,"18:15:00",327.7604,25.3487,-81.1953,-999,1.5,"0",22.87,23.15,22.31,32.539,32.78,-999,9,6.81,218.1,2331.3,2,2612.6,2,8.0563,7.981,2,10.5,0.54,3.51,0.104,2,-81.1953,25.3487,-81.1953,25.3487,2.37362217903137,1572,"SR","Shark River",NA
"33WA20191118","WS19322","Niskin","560112","56",1,12,2019,11,23,"18:36:00",327.775,25.3502,-81.2282,-999,1.5,"0",22.88,23.22,22.46,33.642,33.74,-999,9,7.02,225,2194.2,2,2500.8,2,8.1006,8.0249,2,8.85,0.038,1.83,0.032,2,-81.2282,25.3502,-81.2282,25.3502,3.02198529243469,2337,"SR","Shark River",NA
"33WA20191118","WS19322","Niskin","570112","57",1,12,2019,11,23,"19:07:00",327.7965,25.3565,-81.2675,-999,1.5,"0",23.16,23.49,23.14,34.424,34.4,-999,9,7.16,229.3,2097.2,2,2407.3,2,8.1186,8.0428,2,9.73,4.14,1.01,0.055,2,-81.2675,25.3565,-81.2675,25.3565,3.9931697845459,2480,"SR","Shark River",NA
"33WA20191118","WS19322","Niskin","5710112","57.1",1,12,2019,11,23,"19:39:00",327.8188,25.3512,-81.338,-999,1.5,"0",23.18,23.47,23.08,35.666,35.72,-999,9,7.39,236.7,2049.4,2,2330.9,2,8.059,7.9838,2,31.4,0.18,0.7,0.075,2,-81.338,25.3512,-81.338,25.3512,5.5090446472168,2278,"SR","Shark River",NA
"33WA20191118","WS19322","Niskin","5720112","57.2",1,12,2019,11,23,"20:45:00",327.8646,25.3517,-81.491,-999,1.5,"0",23.66,23.97,23.64,36.005,36.02,-999,9,-999,-999,2044.4,6,2338.5,6,8.0868,8.0113,6,3.59,0.53,1.3,0.23,2,-81.491,25.3517,-81.491,25.3517,8.36661815643311,2945,"SR","Shark River",NA
"33WA20191118","WS19322","Niskin","5730112","57.3",1,12,2019,11,23,"22:03:00",327.9188,25.3521,-81.6538,-999,1.5,"0",24.18,24.49,24.16,35.808,35.823,-999,9,6.61,211.8,2071.2,2,2365.7,2,8.083,8.0075,2,5.24,0.28,1.82,0.055,2,-81.6538,25.3521,-81.6538,25.3521,11.2790632247925,4575,"SR","Shark River",NA
